date,firm,Ticker,Research_Development,Income_Before_Tax,Net_Income,Selling_General_Administrative,Gross_Profit,Ebit,Operating_Income,Interest_Expense,Income_Tax_Expense,Total_Revenue,Total_Operating_Expenses,Cost_Of_Revenue,Total_Other_Income_Expense_Net,Net_Income_From_Continuing_Ops,Net_Income_Applicable_To_Common_Shares
2021-03-31,"Discovery (Series A)",DISCA,0,297000000,140000000,1047000000,1823000000,415000000,415000000,-173000000,106000000,2792000000,2377000000,969000000,-118000000,191000000,125000000
2020-12-31,"Discovery (Series A)",DISCA,0,416000000,271000000,803000000,1797000000,636000000,636000000,-173000000,98000000,2886000000,2250000000,1089000000,-220000000,318000000,245000000
2020-09-30,"Discovery (Series A)",DISCA,0,319000000,300000000,633000000,1559000000,585000000,585000000,-171000000,-11000000,2561000000,1976000000,1002000000,-266000000,330000000,265000000
2020-06-30,"Discovery (Series A)",DISCA,0,456000000,271000000,635000000,1737000000,768000000,768000000,-172000000,156000000,2541000000,1773000000,804000000,-312000000,300000000,243000000
2021-03-31,"Discovery (Series C)",DISCK,0,297000000,140000000,1047000000,1823000000,415000000,415000000,-173000000,106000000,2792000000,2377000000,969000000,-118000000,191000000,125000000
2020-12-31,"Discovery (Series C)",DISCK,0,416000000,271000000,803000000,1797000000,636000000,636000000,-173000000,98000000,2886000000,2250000000,1089000000,-220000000,318000000,245000000
2020-09-30,"Discovery (Series C)",DISCK,0,319000000,300000000,633000000,1559000000,585000000,585000000,-171000000,-11000000,2561000000,1976000000,1002000000,-266000000,330000000,265000000
2020-06-30,"Discovery (Series C)",DISCK,0,456000000,271000000,635000000,1737000000,768000000,768000000,-172000000,156000000,2541000000,1773000000,804000000,-312000000,300000000,243000000
2021-06-30,"Dish Network",DISH,0,898989000,671047000,507909000,1601037000,906738000,906738000,-3825000,217538000,4486960000,3580222000,2885923000,-7749000,681451000,671047000
2021-03-31,"Dish Network",DISH,0,857412000,630224000,481686000,1536647000,864576000,864576000,-3873000,215849000,4497853000,3633277000,2961206000,-7164000,641563000,630224000
2020-12-31,"Dish Network",DISH,0,989709000,732632000,429261000,1615425000,989639000,989639000,-3873000,228411000,4557365000,3567726000,2941940000,70000,761298000,732632000
2020-09-30,"Dish Network",DISH,0,806473000,504599000,516648000,1526979000,811248000,811248000,6778000,273514000,4531591000,3720343000,3004612000,-4775000,532959000,504599000
2021-04-30,"Dollar General",DG,0,868458000,677749000,1846818000,2755668000,908850000,908850000,-40392000,190709000,8400964000,7492114000,5645296000,-40392000,677749000,677749000
2021-01-29,"Dollar General",DG,0,831956000,642743000,1861771000,2736695000,874924000,874924000,-40268000,189213000,8414524000,7539600000,5677829000,-42968000,642743000,642743000
2020-10-30,"Dollar General",DG,0,732832000,574260000,1795110000,2568240000,773130000,773130000,-40298000,158572000,8199625000,7426495000,5631385000,-40298000,574260000,574260000
2020-07-31,"Dollar General",DG,0,1003301000,787601000,1775608000,2818235000,1042627000,1042627000,-39326000,215700000,8684241000,7641614000,5866006000,-39326000,787601000,787601000
2021-05-01,"Dollar Tree",DLTR,0,486900000,374500000,1447100000,1967000000,519900000,519900000,-33000000,112400000,6479700000,5959800000,4512700000,-33000000,374500000,374500000
2021-01-30,"Dollar Tree",DLTR,0,647400000,502800000,1394200000,2160400000,718100000,718100000,-34200000,144600000,6767900000,6049800000,4607500000,-70700000,502800000,502800000
2020-10-31,"Dollar Tree",DLTR,0,427300000,330000000,1423500000,1935300000,511800000,511800000,-38100000,97300000,6177000000,5665200000,4241700000,-84500000,330000000,330000000
2020-08-01,"Dollar Tree",DLTR,0,339900000,261500000,1419100000,1927600000,508500000,508500000,-34800000,78400000,6277600000,5769100000,4350000000,-168600000,261500000,261500000
2021-06-30,"Dominion Energy",D,0,222000000,285000000,-114000000,1510000000,786000000,786000000,-518000000,-47000000,3038000000,2252000000,1528000000,-564000000,269000000,269000000
2021-03-31,"Dominion Energy",D,0,1192000000,1008000000,-124000000,1886000000,1257000000,1257000000,-53000000,212000000,3870000000,2613000000,1984000000,-65000000,980000000,992000000
2020-12-31,"Dominion Energy",D,0,1021000000,682000000,-486000000,1762000000,750000000,750000000,-272000000,206000000,3521000000,2771000000,1759000000,271000000,815000000,665000000
2020-09-30,"Dominion Energy",D,0,2000000,356000000,31000000,1998000000,951000000,951000000,-306000000,-110000000,3607000000,2656000000,1609000000,-949000000,112000000,340000000
2021-06-20,"Domino's Pizza",DPZ,0,145093000,116619000,100448000,291350000,190902000,190902000,-45877000,28474000,1032472000,841570000,741122000,-45809000,116619000,116619000
2021-03-28,"Domino's Pizza",DPZ,0,149638000,117761000,91253000,277791000,186538000,186538000,-39422000,31877000,983698000,797160000,705907000,-36900000,117761000,117761000
2021-01-03,"Domino's Pizza",DPZ,0,189565000,151897000,138404000,382448000,244044000,244044000,-54479000,37668000,1356567000,1112523000,974119000,-54479000,151897000,151897000
2020-09-06,"Domino's Pizza",DPZ,0,123773000,99129000,91652000,253833000,162181000,162181000,-38605000,24644000,967719000,805538000,713886000,-38408000,99129000,99129000
2021-09-30,"Dover Corporation",DOV,34400000,327519000,263756000,374239000,756773000,348134000,348134000,-26433000,63763000,2018269000,1670135000,1261496000,-20615000,263756000,263756000
2021-06-30,"Dover Corporation",DOV,41200000,323344000,264508000,380932000,777011000,354879000,354879000,-26661000,58836000,2031676000,1676797000,1254665000,-31535000,264508000,264508000
2021-03-31,"Dover Corporation",DOV,41200000,289250000,232769000,363954000,725455000,320301000,320301000,-26823000,56481000,1867901000,1547600000,1142446000,-31051000,232769000,232769000
2020-12-31,"Dover Corporation",DOV,142101000,220408000,182106000,250888000,658535000,265546000,265546000,-28234000,38302000,1780390000,1514844000,1121855000,-45138000,182106000,182106000
2021-03-31,Dow,DOW,194000000,1323000000,991000000,291000000,1820000000,1234000000,1234000000,-196000000,317000000,11882000000,10648000000,10062000000,89000000,1006000000,986000000
2020-12-31,Dow,DOW,214000000,1816000000,1236000000,405000000,1567000000,847000000,847000000,-210000000,562000000,10706000000,9859000000,9139000000,969000000,1254000000,1236000000
2020-09-30,Dow,DOW,193000000,42000000,-25000000,346000000,1341000000,702000000,702000000,-202000000,43000000,9712000000,9010000000,8371000000,-660000000,-1000000,-28000000
2021-06-30,"DTE Energy",DTE,0,201000000,179000000,3000000,885000000,388000000,388000000,-190000000,22000000,3229000000,2841000000,2344000000,-187000000,179000000,178000000
2021-03-31,"DTE Energy",DTE,0,425000000,397000000,4000000,1026000000,532000000,532000000,-181000000,28000000,3778000000,3246000000,2752000000,-107000000,397000000,397000000
2020-12-31,"DTE Energy",DTE,0,324000000,275000000,8000000,949000000,453000000,453000000,-188000000,49000000,3288000000,2835000000,2339000000,-129000000,275000000,275000000
2020-09-30,"DTE Energy",DTE,0,540000000,476000000,5000000,1061000000,597000000,597000000,-178000000,63000000,3284000000,2687000000,2223000000,-57000000,477000000,475000000
2021-06-30,"Duke Energy",DUK,0,734000000,765000000,0,2854000000,1298000000,1298000000,-572000000,36000000,5758000000,4460000000,2904000000,-564000000,698000000,738000000
2021-03-31,"Duke Energy",DUK,0,1025000000,992000000,0,3029000000,1450000000,1450000000,-535000000,84000000,6150000000,4700000000,3121000000,-425000000,941000000,964000000
2020-12-31,"Duke Energy",DUK,0,-319000000,-63000000,0,2564000000,1022000000,1022000000,-535000000,-162000000,5777000000,4755000000,3213000000,-1341000000,-157000000,-77000000
2020-09-30,"Duke Energy",DUK,0,1339000000,1304000000,0,3420000000,1879000000,1879000000,-522000000,105000000,6721000000,4842000000,3301000000,-540000000,1234000000,1276000000
2021-03-31,"Duke Realty Corp",DRE,0,85388000,79362000,24217000,193897000,72004000,72004000,-22507000,5184000,292660000,220656000,98763000,13384000,80204000,78991000
2020-12-31,"Duke Realty Corp",DRE,0,166418000,168816000,13196000,194057000,83053000,83053000,-24048000,-3946000,269241000,186188000,75184000,83365000,170364000,168433000
2020-09-30,"Duke Realty Corp",DRE,0,71520000,71823000,11439000,183094000,77229000,77229000,-23059000,-956000,264956000,187727000,81862000,-5709000,72476000,71471000
2020-06-30,"Duke Realty Corp",DRE,0,40047000,39820000,11506000,176515000,72725000,72725000,-22841000,-150000,241241000,168516000,64726000,-32678000,40197000,39464000
2021-06-30,DuPont,DD,148000000,715000000,478000000,446000000,1480000000,719000000,719000000,-129000000,151000000,4135000000,3416000000,2655000000,-4000000,564000000,478000000
2020-12-31,DuPont,DD,216000000,156000000,222000000,529000000,1731000000,458000000,458000000,-194000000,-123000000,5252000000,4794000000,3521000000,-302000000,279000000,222000000
2020-09-30,DuPont,DD,199000000,20000000,-79000000,519000000,1704000000,456000000,456000000,-197000000,92000000,5096000000,4640000000,3392000000,-436000000,-72000000,-79000000
2021-06-30,"DXC Technology",DXC,0,424000000,278000000,277000000,886000000,187000000,187000000,-62000000,142000000,4141000000,3954000000,3255000000,237000000,282000000,278000000
2021-03-31,"DXC Technology",DXC,0,-793000000,-798000000,832000000,1016000000,-294000000,-294000000,-77000000,11000000,4385000000,4679000000,3369000000,-499000000,-804000000,-798000000
2020-12-31,"DXC Technology",DXC,0,1978000000,1098000000,318000000,955000000,162000000,162000000,-82000000,875000000,4288000000,4126000000,3333000000,1816000000,1103000000,1098000000
2020-09-30,"DXC Technology",DXC,0,-306000000,-244000000,339000000,991000000,127000000,127000000,-96000000,-60000000,4554000000,4427000000,3563000000,-433000000,-246000000,-244000000
2021-06-30,"Eastman Chemical",EMN,63000000,-107000000,-146000000,165000000,681000000,453000000,453000000,-51000000,37000000,2653000000,2200000000,1972000000,-560000000,-144000000,-146000000
2021-03-31,"Eastman Chemical",EMN,58000000,339000000,274000000,148000000,602000000,396000000,396000000,-51000000,62000000,2409000000,2013000000,1807000000,-57000000,277000000,274000000
2020-12-31,"Eastman Chemical",EMN,57000000,25000000,32000000,383000000,527000000,87000000,87000000,-52000000,-9000000,2186000000,2099000000,1659000000,-62000000,34000000,32000000
2020-09-30,"Eastman Chemical",EMN,56000000,190000000,161000000,135000000,508000000,317000000,317000000,-54000000,25000000,2122000000,1805000000,1614000000,-127000000,165000000,161000000
2021-06-30,"Eaton Corporation",ETN,154000000,620000000,506000000,860000000,1670000000,656000000,656000000,-123000000,114000000,5215000000,4559000000,3545000000,-36000000,506000000,506000000
2021-03-31,"Eaton Corporation",ETN,148000000,538000000,458000000,780000000,1508000000,580000000,580000000,-123000000,79000000,4692000000,4112000000,3184000000,-42000000,459000000,458000000
2020-12-31,"Eaton Corporation",ETN,140000000,553000000,475000000,773000000,1509000000,596000000,596000000,-162000000,77000000,4687000000,4091000000,3178000000,-43000000,476000000,475000000
2020-09-30,"Eaton Corporation",ETN,132000000,525000000,446000000,760000000,1475000000,583000000,583000000,-90000000,78000000,4526000000,3943000000,3051000000,-58000000,447000000,446000000
2021-03-31,eBay,EBAY,304000000,724000000,641000000,757000000,2032000000,876000000,876000000,-67000000,156000000,2638000000,1762000000,606000000,-152000000,568000000,641000000
2020-12-31,eBay,EBAY,299000000,1109000000,845000000,1057000000,2126000000,677000000,677000000,-94000000,328000000,2868000000,2191000000,742000000,432000000,781000000,845000000
2020-09-30,eBay,EBAY,287000000,774000000,664000000,918000000,1950000000,679000000,679000000,-67000000,153000000,2606000000,1927000000,656000000,95000000,621000000,664000000
2021-06-30,Ecolab,ECL,0,399700000,310800000,836200000,1322400000,486200000,486200000,-51700000,86100000,3162700000,2676500000,1840300000,-86500000,313600000,310800000
2021-03-31,Ecolab,ECL,0,262600000,193600000,845900000,1192600000,346700000,346700000,-53800000,66100000,2885000000,2538300000,1692400000,-67100000,196500000,193600000
2020-12-31,Ecolab,ECL,0,378000000,300300000,794600000,1287600000,493000000,493000000,-51400000,73100000,3065300000,2572300000,1777700000,-115000000,304900000,300300000
2020-09-30,Ecolab,ECL,0,291700000,246200000,787500000,1258500000,471000000,471000000,-55900000,42400000,3018600000,2547600000,1760100000,-179300000,249300000,246200000
2021-06-30,"Edison International",EIX,0,386000000,318000000,-33000000,1278000000,672000000,672000000,-275000000,68000000,3315000000,2643000000,2037000000,-286000000,318000000,318000000
2021-03-31,"Edison International",EIX,0,223000000,259000000,-33000000,1103000000,485000000,485000000,-248000000,-36000000,2960000000,2475000000,1857000000,-262000000,259000000,259000000
2020-12-31,"Edison International",EIX,0,576000000,526000000,366000000,1698000000,788000000,788000000,-252000000,50000000,3157000000,2369000000,1459000000,-212000000,526000000,526000000
2020-09-30,"Edison International",EIX,0,-563000000,-288000000,694000000,2301000000,1031000000,1031000000,-268000000,-275000000,4644000000,3613000000,2343000000,-1594000000,-288000000,-288000000
2021-06-30,"Edwards Lifesciences",EW,225300000,545500000,489500000,374500000,1041700000,441900000,441900000,-2500000,56000000,1376000000,934100000,334300000,103600000,489500000,489500000
2021-03-31,"Edwards Lifesciences",EW,207000000,389300000,338200000,330800000,923200000,385400000,385400000,-2500000,51100000,1216600000,831200000,293400000,3900000,338200000,338200000
2020-12-31,"Edwards Lifesciences",EW,195700000,356100000,309500000,338900000,895400000,360800000,360800000,-15800000,46600000,1191700000,830900000,296300000,-4700000,309500000,309500000
2020-09-30,"Edwards Lifesciences",EW,195500000,364300000,325200000,307200000,859900000,357200000,357200000,-800000,39100000,1140900000,783700000,281000000,7100000,325200000,325200000
2021-06-30,"Electronic Arts",EA,515000000,308000000,204000000,348000000,1236000000,345000000,345000000,-14000000,104000000,1551000000,1206000000,315000000,-37000000,204000000,204000000
2021-03-31,"Electronic Arts",EA,468000000,165000000,76000000,361000000,1027000000,184000000,184000000,-22000000,89000000,1346000000,1162000000,319000000,-19000000,76000000,76000000
2020-12-31,"Electronic Arts",EA,451000000,245000000,211000000,365000000,1072000000,251000000,251000000,-11000000,34000000,1673000000,1422000000,601000000,-6000000,211000000,211000000
2020-09-30,"Electronic Arts",EA,421000000,139000000,185000000,289000000,865000000,149000000,149000000,-11000000,-46000000,1151000000,1002000000,286000000,-10000000,185000000,185000000
2021-03-31,"Eli Lilly & Co",LLY,1684800000,1476400000,1355300000,1502600000,4927000000,1739600000,1739600000,-87800000,121100000,6805600000,5066000000,1878600000,-263200000,1355300000,1355300000
2020-09-30,"Eli Lilly & Co",LLY,1465400000,1437200000,1208400000,1455100000,4414200000,1493700000,1493700000,-89600000,228800000,5740600000,4246900000,1326400000,-56500000,1208400000,1208400000
2020-06-30,"Eli Lilly & Co",LLY,1390200000,1643700000,1412000000,1412700000,4277400000,1474500000,1474500000,-88300000,231700000,5499400000,4024900000,1222000000,169200000,1412000000,1412000000
2021-06-30,"Emerson Electric Company",EMR,0,784000000,627000000,1073000000,1982000000,841000000,841000000,-40000000,151000000,4697000000,3856000000,2715000000,-57000000,633000000,627000000
2021-03-31,"Emerson Electric Company",EMR,0,737000000,561000000,1054000000,1862000000,783000000,783000000,-42000000,169000000,4431000000,3648000000,2569000000,-46000000,568000000,561000000
2020-12-31,"Emerson Electric Company",EMR,0,563000000,445000000,998000000,1723000000,644000000,644000000,-42000000,111000000,4161000000,3517000000,2438000000,-81000000,452000000,445000000
2020-09-30,"Emerson Electric Company",EMR,0,765000000,723000000,946000000,1887000000,926000000,926000000,-43000000,35000000,4558000000,3632000000,2671000000,-161000000,730000000,723000000
2021-03-31,"Enphase Energy",ENPH,21818000,-1666000,31698000,36645000,122949000,64486000,64486000,-7329000,-33364000,301754000,237268000,178805000,-66152000,31698000,31698000
2020-12-31,"Enphase Energy",ENPH,15801000,71352000,72991000,27023000,121938000,79114000,79114000,-5901000,-1639000,264839000,185725000,142901000,-7762000,72991000,72991000
2020-09-30,"Enphase Energy",ENPH,15052000,44845000,39362000,28170000,94981000,51759000,51759000,-5993000,5483000,178503000,126744000,83522000,-6914000,39362000,39362000
2020-06-30,"Enphase Energy",ENPH,13192000,-53855000,-47294000,24341000,48387000,10854000,10854000,-5952000,-6561000,125538000,114684000,77151000,-64709000,-47294000,-47294000
2021-06-30,Entergy,ETR,0,-24390000,-5974000,145691000,1118817000,364609000,364609000,-224968000,-18416000,2822070000,2457461000,1703253000,-388999000,-5974000,-5974000
2021-03-31,Entergy,ETR,0,400507000,334565000,31739000,1213412000,479531000,479531000,-210514000,65942000,2844838000,2365307000,1631426000,-79024000,334565000,334565000
2020-12-31,Entergy,ETR,0,99096000,387968000,-165327000,968432000,398729000,398729000,-212411000,-288872000,2370102000,1971373000,1401670000,-299633000,387968000,387968000
2020-09-30,Entergy,ETR,0,670563000,521119000,76341000,1421255000,706136000,706136000,-212439000,149444000,2903568000,2197432000,1482313000,-35573000,521119000,521119000
2021-06-30,"EOG Resources",EOG,0,1124000000,907000000,120000000,2912000000,1121000000,1121000000,-45000000,217000000,4515000000,3394000000,1603000000,3000000,907000000,907000000
2021-03-31,"EOG Resources",EOG,0,881000000,677000000,110000000,2618000000,939000000,939000000,-47000000,204000000,4067000000,3128000000,1449000000,-58000000,677000000,677000000
2020-12-31,"EOG Resources",EOG,0,427760000,337466000,113235000,1704077000,852826000,852826000,-53121000,90294000,2901794000,2048968000,1197717000,-425066000,337466000,337466000
2020-09-30,"EOG Resources",EOG,0,-52555000,-42467000,124460000,1276567000,68262000,68262000,-53242000,-10088000,2320438000,2252176000,1043871000,-120817000,-42467000,-42467000
2021-06-30,Equifax,EFX,0,277100000,215100000,328400000,751800000,306000000,306000000,-34900000,61200000,1234800000,928800000,483000000,-28900000,215900000,215100000
2021-03-31,Equifax,EFX,0,268500000,201600000,308800000,729700000,306600000,306600000,-37200000,65600000,1213000000,906400000,483300000,-38100000,202900000,201600000
2020-12-31,Equifax,EFX,0,111600000,87400000,344400000,637500000,191600000,191600000,-36900000,21000000,1118400000,926800000,480900000,-80000000,90600000,87400000
2020-09-30,Equifax,EFX,0,300400000,224200000,332000000,635100000,202400000,202400000,-37400000,75400000,1068300000,865900000,433200000,98000000,225000000,224200000
2021-06-30,Equinix,EQIX,0,49960000,68339000,507615000,792799000,285184000,285184000,-87231000,-18527000,1657919000,1372735000,865120000,-235224000,68487000,68339000
2021-03-31,Equinix,EQIX,0,188702000,156362000,484283000,784847000,300564000,300564000,-89681000,32628000,1596064000,1295500000,811217000,-111862000,156074000,156362000
2020-12-31,Equinix,EQIX,0,92240000,50994000,480199000,741170000,260971000,260971000,-90912000,41304000,1571905000,1310934000,830735000,-168731000,50936000,50994000
2020-09-30,Equinix,EQIX,0,96734000,66687000,452077000,749314000,297237000,297237000,-99736000,29903000,1517293000,1220056000,767979000,-200503000,66831000,66687000
2021-06-30,"Equity Residential",EQR,0,328282000,316386000,14678000,368457000,153106000,153106000,-69063000,242000,598059000,444953000,229602000,175176000,328040000,315614000
2021-03-31,"Equity Residential",EQR,0,60517000,57539000,15383000,350948000,135603000,135603000,-69543000,153000,597602000,461999000,246654000,-75086000,60364000,56766000
2020-12-31,"Equity Residential",EQR,0,263334000,252856000,11093000,389939000,177017000,177017000,-119410000,350000,613435000,436418000,223496000,86317000,262984000,252084000
2020-09-30,"Equity Residential",EQR,0,95627000,91286000,10859000,393899000,182435000,182435000,-82975000,262000,622433000,439998000,228534000,-86808000,95365000,90513000
2021-06-30,"Essex Property Trust",ESS,0,69615000,64846000,12222000,252587000,111629000,111629000,-50971000,0,369226000,257597000,116639000,-42014000,69615000,64846000
2021-03-31,"Essex Property Trust",ESS,0,176949000,168444000,9812000,252695000,114296000,114296000,-51649000,0,372136000,257840000,119441000,62653000,176949000,168444000
2020-12-31,"Essex Property Trust",ESS,0,101649000,95745000,23144000,253071000,99800000,99800000,-55609000,0,369733000,269933000,116662000,1849000,101649000,95745000
2020-09-30,"Essex Property Trust",ESS,0,78842000,73661000,13310000,264755000,121243000,121243000,-55430000,0,385771000,264528000,121016000,-42401000,78842000,73661000
2021-03-31,"Est̩e Lauder Companies",EL,0,580000000,456000000,2050000000,2929000000,879000000,879000000,-43000000,122000000,3864000000,2985000000,935000000,-299000000,458000000,456000000
2020-09-30,"Est̩e Lauder Companies",EL,0,671000000,523000000,2029000000,2740000000,711000000,711000000,-45000000,146000000,3562000000,2851000000,822000000,-40000000,525000000,523000000
2021-06-30,Etsy,ETSY,61753000,85754000,98254000,219129000,379931000,99049000,99049000,-1882000,-12500000,528900000,429851000,148969000,-13295000,98254000,98254000
2021-03-31,Etsy,ETSY,53706000,157728000,143766000,203386000,407729000,150637000,150637000,-1685000,13962000,550646000,400009000,142917000,7091000,143766000,143766000
2020-12-31,Etsy,ETSY,51157000,153307000,148538000,253980000,466575000,161438000,161438000,-11417000,4769000,617355000,455917000,150780000,-8131000,148538000,148538000
2020-09-30,Etsy,ETSY,45908000,90393000,91761000,166841000,331310000,118561000,118561000,-10615000,-1368000,451478000,332917000,120168000,-28168000,91761000,91761000
2021-06-30,"Everest Re",RE,0,760181000,679982000,16168000,791956000,775788000,775788000,-15607000,80199000,3076690000,2300902000,2284734000,-15607000,679982000,679982000
2021-03-31,"Everest Re",RE,0,373095000,341862000,12378000,349312000,336934000,336934000,-15639000,31233000,2691973000,2355039000,2342661000,36161000,341862000,337446000
2020-12-31,"Everest Re",RE,0,119396000,63602000,11934000,191376000,179442000,179442000,-14846000,55794000,2806599000,2627157000,2615223000,-60046000,63602000,62893000
2020-09-30,"Everest Re",RE,0,272508000,243057000,10618000,228367000,217749000,217749000,-6641000,29451000,2548784000,2331035000,2320417000,54759000,243057000,240138000
2021-06-30,Evergy,EVRG,0,207900000,185300000,0,618400000,295300000,295300000,-93800000,19600000,1236200000,940900000,617800000,-87400000,188300000,185300000
2021-03-31,Evergy,EVRG,0,217600000,191600000,14800000,639000000,310000000,310000000,-94000000,23000000,1611900000,1301900000,972900000,-92400000,194600000,191600000
2020-12-31,Evergy,EVRG,0,62400000,51000000,14900000,476000000,149100000,149100000,-93400000,8400000,1094400000,945300000,618400000,-86700000,54000000,51000000
2020-09-30,Evergy,EVRG,0,417500000,364500000,13700000,859400000,536700000,536700000,-94800000,50000000,1517600000,980900000,658200000,-119200000,367500000,364500000
2021-06-30,"Eversource Energy",ES,0,352789000,264520000,-22100000,1061304000,473705000,473705000,-145435000,86389000,2122538000,1648833000,1061234000,-120916000,266400000,264520000
2021-03-31,"Eversource Energy",ES,0,482003000,366143000,-20100000,1361807000,605668000,605668000,-137766000,113980000,2825840000,2220172000,1464033000,-123665000,368023000,366143000
2020-12-31,"Eversource Energy",ES,0,344368000,271923000,-10100000,1087446000,467328000,467328000,-135385000,70565000,2233933000,1766605000,1146487000,-122960000,273803000,271923000
2020-09-30,"Eversource Energy",ES,0,456382000,346260000,-11000000,1207257000,574130000,574130000,-134066000,108242000,2343642000,1769512000,1136385000,-117748000,348140000,346260000
2021-03-31,Exelon,EXC,0,-283000000,-289000000,-20000000,1943000000,502000000,502000000,-386000000,-19000000,9890000000,9388000000,7947000000,-785000000,-264000000,-289000000
2020-12-31,Exelon,EXC,0,667000000,359000000,-15000000,2259000000,844000000,844000000,-394000000,232000000,8114000000,7270000000,5855000000,-177000000,435000000,359000000
2020-09-30,Exelon,EXC,0,785000000,501000000,-15000000,3132000000,1674000000,1674000000,-404000000,216000000,8853000000,7179000000,5721000000,-889000000,569000000,501000000
2020-06-30,Exelon,EXC,0,793000000,521000000,-13000000,1966000000,567000000,567000000,-427000000,219000000,7325000000,6758000000,5359000000,226000000,574000000,521000000
2021-03-31,"Expedia Group",EXPE,247000000,-750000000,-578000000,820000000,935000000,-341000000,-341000000,-98000000,-169000000,1246000000,1587000000,311000000,-409000000,-581000000,-606000000
2020-12-31,"Expedia Group",EXPE,223000000,-495000000,-383000000,635000000,633000000,-423000000,-423000000,-102000000,-104000000,920000000,1343000000,287000000,-72000000,-391000000,-412000000
2020-09-30,"Expedia Group",EXPE,224000000,-224000000,-192000000,663000000,1129000000,20000000,20000000,-113000000,-24000000,1504000000,1484000000,375000000,-244000000,-200000000,-221000000
2020-06-30,"Expedia Group",EXPE,255000000,-953000000,-736000000,448000000,177000000,-758000000,-758000000,-95000000,-213000000,566000000,1324000000,389000000,-195000000,-740000000,-753000000
2021-03-31,Expeditors,EXPD,0,390461000,287220000,3070000,454151000,385515000,385515000,0,102511000,3357540000,2972025000,2903389000,4946000,287950000,287220000
2020-12-31,Expeditors,EXPD,0,283907000,198620000,4135000,357761000,281811000,281811000,0,84382000,3169188000,2887377000,2811427000,2096000,199525000,198620000
2020-09-30,Expeditors,EXPD,0,254429000,191307000,2945000,318282000,251945000,251945000,0,62710000,2464797000,2212852000,2146515000,2484000,191719000,191307000
2020-06-30,Expeditors,EXPD,0,250982000,183869000,3113000,313109000,247626000,247626000,0,66794000,2580632000,2333006000,2267523000,3356000,184188000,183869000
2021-06-30,"Extra Space Storage",EXR,0,184000000,167948000,26341000,297313000,211402000,211402000,-40240000,5421000,393203000,181801000,95890000,-27402000,178579000,167716000
2021-03-31,"Extra Space Storage",EXR,0,219638000,202998000,23540000,266285000,184146000,184146000,-40695000,4137000,365813000,181667000,99528000,35492000,215501000,202686000
2020-12-31,"Extra Space Storage",EXR,0,170106000,156056000,52688000,293770000,184343000,184343000,-41016000,3797000,360159000,175816000,66389000,-14237000,166309000,155863000
2020-09-30,"Extra Space Storage",EXR,0,128511000,114633000,23894000,249118000,168812000,168812000,-43446000,4657000,348629000,179817000,99511000,-40301000,123854000,114456000
2021-03-31,"F5 Networks",FFIV,130608000,52124000,43241000,296256000,521090000,94226000,94226000,0,8883000,645287000,551061000,124197000,-42102000,43241000,43241000
2020-12-31,"F5 Networks",FFIV,114191000,117065000,87678000,274999000,509638000,120448000,120448000,0,29387000,624617000,504169000,114979000,-3383000,87678000,87678000
2020-09-30,"F5 Networks",FFIV,120300000,97523000,77663000,283936000,502849000,98613000,98613000,0,19860000,614816000,516203000,111967000,-1090000,77663000,77663000
2020-06-30,"F5 Networks",FFIV,115991000,87762000,69872000,273600000,477212000,87621000,87621000,0,17890000,583252000,495631000,106040000,141000,69872000,69872000
2021-06-30,Fastenal,FAST,0,315200000,239700000,382900000,700700000,317800000,317800000,-2600000,75500000,1507700000,1189900000,807000000,-2600000,239700000,239700000
2021-03-31,Fastenal,FAST,0,277900000,210600000,363100000,643400000,280300000,280300000,-2400000,67300000,1417000000,1136700000,773600000,-2400000,210600000,210600000
2020-12-31,Fastenal,FAST,0,262200000,196100000,354700000,618800000,264100000,264100000,-2500000,66100000,1358000000,1093900000,739200000,-1900000,196100000,196100000
2020-09-30,Fastenal,FAST,0,287600000,221500000,351500000,640600000,289100000,289100000,-2600000,66100000,1413300000,1124200000,772700000,-1500000,221500000,221500000
2021-06-30,"Federal Realty Investment Trust",FRT,0,48059000,46204000,12846000,159507000,78986000,78986000,-31177000,0,231748000,152762000,72241000,-30927000,48059000,43895000
2021-03-31,"Federal Realty Investment Trust",FRT,0,49739000,48236000,10258000,138165000,64033000,64033000,-32085000,0,216823000,152790000,78658000,-14294000,49739000,45932000
2020-12-31,"Federal Realty Investment Trust",FRT,0,102211000,94725000,18739000,147122000,63959000,63959000,-37543000,0,218108000,154149000,70986000,38252000,102211000,92467000
2020-09-30,"Federal Realty Investment Trust",FRT,0,-33623000,-28289000,9308000,134224000,59285000,59285000,-36228000,0,206576000,147291000,72352000,-92908000,-33623000,-30548000
2021-02-28,FedEx,FDX,0,1049000000,892000000,428000000,5333000000,1217000000,1217000000,-187000000,157000000,21510000000,20293000000,16177000000,-168000000,892000000,889000000
2020-11-30,FedEx,FDX,0,1406000000,1226000000,428000000,5417000000,1615000000,1615000000,-184000000,180000000,20563000000,18948000000,15146000000,-209000000,1226000000,1224000000
2020-08-31,FedEx,FDX,0,1606000000,1245000000,428000000,5386000000,1791000000,1791000000,-184000000,361000000,19321000000,17530000000,13935000000,-185000000,1245000000,1243000000
2021-06-30,"Fidelity National Information Services",FIS,0,644000000,341000000,977000000,1340000000,363000000,363000000,-48000000,302000000,3475000000,3112000000,2135000000,281000000,342000000,341000000
